Time	Open	High	Low	Close	Volume
2018-11-12 23:30:00	7064.86	7067.749	7062.61	7064.54	15
2018-11-12 23:45:00	7063.47	7063.9	7048.459	7050.71	14
2018-11-13 00:00:00	7050.709	7056.82	7047.169	7052.32	15
2018-11-13 00:15:00	7051.679	7051.68	7036.239	7042.879	15
2018-11-13 00:30:00	7042.239	7044.809	7031.309	7031.31	15
2018-11-13 00:45:00	7031.131	7037.1	7030.659	7034.07	15
2018-11-13 01:00:00	7034.769	7040.049	7030.99	7037.3	15
2018-11-13 01:15:00	7037.41	7044.179	7036.3	7042.619	15
2018-11-13 01:30:00	7042.579	7045.899	7042.189	7043.299	15
2018-11-13 01:45:00	7043.069	7044.449	7039.47	7043.069	15
2018-11-13 02:00:00	7043.069	7049.029	7041.67	7045.53	15
2018-11-13 02:15:00	7045.479	7046.78	7038.579	7039.57	15
2018-11-13 02:30:00	7039.48	7044.8	7037.069	7037.8	15
2018-11-13 02:45:00	7037.81	7040.059	7037.69	7037.839	15
2018-11-13 03:00:00	7037.83	7042.019	7035.549	7038.82	15
2018-11-13 03:15:00	7038.69	7049.36	7038.49	7049.03	15
2018-11-13 03:30:00	7048.759	7057.19	7048.48	7056.349	15
2018-11-13 03:45:00	7056.339	7065.129	7053.199	7063.049	15
2018-11-13 04:00:00	7063.059	7066.24	7062.3	7063.3	15
2018-11-13 04:15:00	7063.089	7070.29	7062.799	7066.519	15
2018-11-13 04:30:00	7066.53	7066.77	7063.819	7064.549	15
2018-11-13 04:45:00	7064.62	7065.25	7060.729	7062.769	15
2018-11-13 05:00:00	7062.839	7063.289	7058.82	7060.58	15
2018-11-13 05:15:00	7060.47	7071.67	7060.249	7068.78	15
2018-11-13 05:30:00	7068.789	7070.16	7060.22	7064.959	15
2018-11-13 05:45:00	7065.03	7076.069	7063.109	7072.839	15
2018-11-13 06:00:00	7072.799	7075.799	7069.77	7069.77	12
2018-11-13 06:15:00	7071.56	7071.56	7063.769	7064.27	13
2018-11-13 06:30:00	7063.97	7064.97	7057.829	7060.829	11
2018-11-13 06:45:00	7061.079	7061.079	7057.97	7059.469	13
2018-11-13 07:00:00	7059.58	7073.57	7059.58	7067.82	15
2018-11-13 07:15:00	7067.32	7071.069	7063.83	7069.82	15
2018-11-13 07:30:00	7069.82	7082.56	7067.329	7081.309	15
2018-11-13 07:45:00	7081.309	7083.56	7075.33	7075.82	15
2018-11-13 08:00:00	7075.469	7083.809	7068.969	7080.031	15
2018-11-13 08:15:00	7080.321	7099.22	7080.321	7097.331	15
2018-11-13 08:30:00	7098.73	7102.67	7089.97	7097.269	15
2018-11-13 08:45:00	7096.77	7097.83	7079.269	7085.769	15
2018-11-13 09:00:00	7085.97	7089.27	7073.769	7075.47	15
2018-11-13 09:15:00	7075.769	7081.16	7072.969	7079.27	15
2018-11-13 09:30:00	7078.969	7087.71	7078.969	7084.719	15
2018-11-13 09:45:00	7084.469	7086.479	7066.969	7067.269	15
2018-11-13 10:00:00	7067.831	7070.831	7065.031	7067.831	15
2018-11-13 10:15:00	7068.031	7069.83	7061.331	7061.53	15
2018-11-13 10:30:00	7061.33	7066.331	7055.769	7062.831	15
2018-11-13 10:45:00	7062.831	7067.099	7061.031	7065.03	15
