Time	Open	High	Low	Close	Volume
2020-06-12 14:30:00	0.94869	0.94914	0.94865	0.94891	621
2020-06-12 14:35:00	0.94891	0.94968	0.94887	0.94962	959
2020-06-12 14:40:00	0.94961	0.9506	0.94961	0.95049	764
2020-06-12 14:45:00	0.95049	0.95113	0.95047	0.95066	790
2020-06-12 14:50:00	0.95067	0.95196	0.95064	0.95148	937
2020-06-12 14:55:00	0.95148	0.9517	0.95093	0.95139	1590
2020-06-12 15:00:00	0.95139	0.95178	0.95121	0.95155	1244
2020-06-12 15:05:00	0.95154	0.95158	0.95101	0.95133	1469
2020-06-12 15:10:00	0.95134	0.95173	0.95129	0.95151	893
2020-06-12 15:15:00	0.95149	0.9519	0.95131	0.95174	1121
2020-06-12 15:20:00	0.95174	0.95212	0.95143	0.95199	1040
2020-06-12 15:25:00	0.952	0.952	0.95139	0.95175	860
2020-06-12 15:30:00	0.95175	0.95208	0.95169	0.95182	716
2020-06-12 15:35:00	0.95182	0.952	0.95138	0.95145	832
2020-06-12 15:40:00	0.95144	0.95178	0.95117	0.95137	935
2020-06-12 15:45:00	0.95137	0.95152	0.95084	0.95117	997
2020-06-12 15:50:00	0.95117	0.95146	0.95103	0.95127	977
2020-06-12 15:55:00	0.95126	0.95151	0.95106	0.95149	610
2020-06-12 16:00:00	0.95148	0.95173	0.95123	0.95133	1027
2020-06-12 16:05:00	0.95133	0.95151	0.95118	0.95149	644
2020-06-12 16:10:00	0.95151	0.95191	0.95146	0.95172	460
2020-06-12 16:15:00	0.95171	0.95184	0.95144	0.95159	638
2020-06-12 16:20:00	0.9516	0.95217	0.95145	0.95213	656
2020-06-12 16:25:00	0.95214	0.95237	0.9517	0.95231	718
2020-06-12 16:30:00	0.95235	0.9525	0.95204	0.95216	556
2020-06-12 16:35:00	0.95216	0.95223	0.95187	0.95206	449
2020-06-12 16:40:00	0.95205	0.95242	0.95205	0.95232	339
2020-06-12 16:45:00	0.95232	0.95262	0.95231	0.95251	585
2020-06-12 16:50:00	0.95251	0.95264	0.95241	0.95241	423
2020-06-12 16:55:00	0.95242	0.95325	0.95242	0.95312	1038
2020-06-12 17:00:00	0.95311	0.95317	0.95274	0.95291	545
2020-06-12 17:05:00	0.9529	0.95309	0.95265	0.9529	655
2020-06-12 17:10:00	0.95292	0.95305	0.95288	0.95303	751
2020-06-12 17:15:00	0.953	0.9536	0.953	0.95353	514
2020-06-12 17:20:00	0.95354	0.95406	0.95341	0.95397	564
2020-06-12 17:25:00	0.95398	0.95422	0.95389	0.95402	620
2020-06-12 17:30:00	0.954	0.95424	0.95393	0.95418	315
2020-06-12 17:35:00	0.95417	0.95444	0.95406	0.95408	349
2020-06-12 17:40:00	0.95412	0.9542	0.95376	0.95403	660
2020-06-12 17:45:00	0.95404	0.95426	0.9539	0.95412	754
2020-06-12 17:50:00	0.95409	0.95414	0.95369	0.95381	463
2020-06-12 17:55:00	0.95379	0.95381	0.95358	0.95367	530
2020-06-12 18:00:00	0.95368	0.95397	0.9536	0.95396	562
2020-06-12 18:05:00	0.95396	0.9543	0.95386	0.95425	472
2020-06-12 18:10:00	0.95425	0.95471	0.95411	0.95452	2071
2020-06-12 18:15:00	0.95452	0.95462	0.95443	0.95449	648
2020-06-12 18:20:00	0.95448	0.95476	0.95448	0.95469	541
2020-06-12 18:25:00	0.95469	0.95476	0.95449	0.95474	606
2020-06-12 18:30:00	0.95474	0.9552	0.95453	0.95461	626
2020-06-12 18:35:00	0.95462	0.9551	0.9546	0.95509	471
2020-06-12 18:40:00	0.95507	0.95529	0.95483	0.95527	702
2020-06-12 18:45:00	0.95529	0.9553	0.95476	0.95483	485
2020-06-12 18:50:00	0.95483	0.95489	0.95473	0.95473	417
2020-06-12 18:55:00	0.95472	0.95473	0.95441	0.95442	504
2020-06-12 19:00:00	0.95445	0.95471	0.95423	0.95426	631
2020-06-12 19:05:00	0.95425	0.95426	0.95398	0.95399	300
2020-06-12 19:10:00	0.95402	0.95436	0.95393	0.95432	317
2020-06-12 19:15:00	0.9543	0.95432	0.95377	0.95377	298
2020-06-12 19:20:00	0.95379	0.95403	0.95376	0.95388	235
2020-06-12 19:25:00	0.95387	0.9539	0.95359	0.95361	297
2020-06-12 19:30:00	0.9536	0.95376	0.95346	0.95357	179
2020-06-12 19:35:00	0.95357	0.95358	0.95332	0.95344	380
2020-06-12 19:40:00	0.95343	0.95346	0.95312	0.95317	454
2020-06-12 19:45:00	0.95315	0.95324	0.95303	0.9532	234
2020-06-12 19:50:00	0.95318	0.95321	0.9528	0.95284	356
2020-06-12 19:55:00	0.95283	0.95297	0.95222	0.95224	390
2020-06-12 20:00:00	0.95224	0.95224	0.95172	0.95201	454
2020-06-12 20:05:00	0.95202	0.95234	0.95192	0.9522	153
2020-06-12 20:10:00	0.95218	0.95226	0.95212	0.95219	158
2020-06-12 20:15:00	0.95216	0.9525	0.95214	0.95231	176
2020-06-12 20:20:00	0.9523	0.95232	0.95215	0.95228	104
2020-06-12 20:25:00	0.95231	0.95242	0.95204	0.95204	96
2020-06-12 20:30:00	0.95206	0.95222	0.95204	0.95222	59
2020-06-12 20:35:00	0.95221	0.95233	0.95218	0.95232	41
2020-06-12 20:40:00	0.95231	0.95231	0.95193	0.95221	96
2020-06-12 20:45:00	0.95219	0.95247	0.95216	0.95234	160
2020-06-12 20:50:00	0.95232	0.95232	0.95185	0.95185	229
2020-06-12 20:55:00	0.95185	0.95233	0.95169	0.95226	461
2020-06-14 21:00:00	0.95359	0.95359	0.9532	0.9534	92
2020-06-14 21:05:00	0.9534	0.95353	0.95077	0.9513	80
2020-06-14 21:10:00	0.9513	0.95209	0.95109	0.95187	40
2020-06-14 21:15:00	0.95127	0.95134	0.95077	0.95077	14
2020-06-14 21:20:00	0.95077	0.95117	0.95077	0.95117	12
2020-06-14 21:25:00	0.95117	0.95119	0.95117	0.95119	3
2020-06-14 21:30:00	0.95119	0.95167	0.95115	0.95115	5
2020-06-14 21:35:00	0.95115	0.95262	0.95115	0.95166	9
2020-06-14 21:40:00	0.95115	0.95262	0.95089	0.9516	30
2020-06-14 21:45:00	0.9516	0.95245	0.95102	0.95102	8
2020-06-14 21:50:00	0.95102	0.95102	0.95082	0.95082	19
2020-06-14 21:55:00	0.95082	0.95277	0.95082	0.95277	10
2020-06-14 22:00:00	0.95277	0.95306	0.95252	0.95298	213
2020-06-14 22:05:00	0.95297	0.95357	0.95297	0.9535	357
2020-06-14 22:10:00	0.9535	0.9535	0.953	0.95305	171
2020-06-14 22:15:00	0.95306	0.95314	0.95287	0.95287	206
2020-06-14 22:20:00	0.95283	0.95304	0.95281	0.95291	109
2020-06-14 22:25:00	0.95297	0.95298	0.95242	0.95251	344
2020-06-14 22:30:00	0.9525	0.95253	0.95223	0.95225	318
2020-06-14 22:35:00	0.95225	0.95236	0.95213	0.95236	306
2020-06-14 22:40:00	0.95234	0.95251	0.95226	0.95233	208
2020-06-14 22:45:00	0.95232	0.95241	0.95196	0.95205	171
2020-06-14 22:50:00	0.95205	0.95223	0.95193	0.95218	179
2020-06-14 22:55:00	0.95219	0.95227	0.95199	0.95218	122
2020-06-14 23:00:00	0.95218	0.95226	0.95206	0.95215	838
2020-06-14 23:05:00	0.95215	0.95229	0.95212	0.95214	514
2020-06-14 23:10:00	0.95209	0.95218	0.9519	0.95196	275
2020-06-14 23:15:00	0.95197	0.95202	0.9518	0.95199	172
2020-06-14 23:20:00	0.95196	0.95198	0.9518	0.95182	158
2020-06-14 23:25:00	0.95185	0.95202	0.95185	0.95193	109
2020-06-14 23:30:00	0.95198	0.95202	0.95169	0.95173	224
2020-06-14 23:35:00	0.95173	0.9518	0.95159	0.9516	236
2020-06-14 23:40:00	0.9516	0.95165	0.95142	0.95155	370
2020-06-14 23:45:00	0.95155	0.95165	0.95125	0.95148	373
2020-06-14 23:50:00	0.95148	0.95148	0.95128	0.95137	213
2020-06-14 23:55:00	0.95137	0.9515	0.95133	0.95139	208
2020-06-15 00:00:00	0.95138	0.95164	0.95135	0.95149	335
2020-06-15 00:05:00	0.95149	0.95155	0.95119	0.95119	256
2020-06-15 00:10:00	0.95119	0.95122	0.95095	0.95108	474
2020-06-15 00:15:00	0.9511	0.95137	0.95103	0.95124	343
2020-06-15 00:20:00	0.95125	0.95159	0.95121	0.95159	246
2020-06-15 00:25:00	0.95161	0.95163	0.9515	0.95154	80
2020-06-15 00:30:00	0.95154	0.95155	0.95132	0.95135	140
2020-06-15 00:35:00	0.95135	0.95137	0.95116	0.95121	104
2020-06-15 00:40:00	0.9512	0.95132	0.95098	0.95122	298
2020-06-15 00:45:00	0.95122	0.95139	0.95112	0.95134	187
2020-06-15 00:50:00	0.95133	0.95156	0.95122	0.95147	245
2020-06-15 00:55:00	0.9515	0.95165	0.95143	0.95153	356
2020-06-15 01:00:00	0.95153	0.95161	0.95141	0.95141	274
2020-06-15 01:05:00	0.95141	0.95141	0.95107	0.95114	231
2020-06-15 01:10:00	0.95117	0.95128	0.95109	0.95128	110
2020-06-15 01:15:00	0.95128	0.95138	0.95116	0.95131	108
2020-06-15 01:20:00	0.95131	0.95141	0.95118	0.95141	157
2020-06-15 01:25:00	0.95139	0.9515	0.95135	0.95144	160
2020-06-15 01:30:00	0.95144	0.95148	0.95134	0.95137	110
2020-06-15 01:35:00	0.95137	0.95153	0.95137	0.95152	114
2020-06-15 01:40:00	0.95148	0.9516	0.95144	0.95159	158
2020-06-15 01:45:00	0.95157	0.95158	0.95132	0.95132	200
2020-06-15 01:50:00	0.95132	0.95151	0.95132	0.95146	170
2020-06-15 01:55:00	0.95146	0.95147	0.95139	0.95142	78
2020-06-15 02:00:00	0.95142	0.95167	0.95142	0.95167	99
2020-06-15 02:05:00	0.95167	0.95172	0.95162	0.95165	125
2020-06-15 02:10:00	0.95165	0.95165	0.95152	0.95164	103
2020-06-15 02:15:00	0.95165	0.95166	0.95153	0.95155	111
2020-06-15 02:20:00	0.95155	0.95166	0.95153	0.95166	88
2020-06-15 02:25:00	0.95165	0.95166	0.95159	0.95164	60
2020-06-15 02:30:00	0.95164	0.9518	0.95164	0.9518	103
2020-06-15 02:35:00	0.95181	0.95185	0.95175	0.95178	155
2020-06-15 02:40:00	0.95177	0.95179	0.95162	0.95162	120
2020-06-15 02:45:00	0.95164	0.95171	0.95158	0.95171	191
2020-06-15 02:50:00	0.95171	0.95188	0.95162	0.95183	209
2020-06-15 02:55:00	0.95182	0.95194	0.95182	0.95192	150
2020-06-15 03:00:00	0.95193	0.95193	0.95183	0.95191	45
2020-06-15 03:05:00	0.95191	0.95193	0.95183	0.95184	53
2020-06-15 03:10:00	0.95183	0.95192	0.95183	0.95192	91
2020-06-15 03:15:00	0.95193	0.95194	0.9519	0.95191	207
2020-06-15 03:20:00	0.9519	0.95195	0.95188	0.95193	69
2020-06-15 03:25:00	0.95194	0.95199	0.95191	0.95193	60
2020-06-15 03:30:00	0.95194	0.95194	0.95188	0.95193	72
2020-06-15 03:35:00	0.95193	0.95194	0.95191	0.95192	40
2020-06-15 03:40:00	0.95193	0.95201	0.9519	0.9519	69
2020-06-15 03:45:00	0.9519	0.95193	0.95186	0.95187	61
2020-06-15 03:50:00	0.95189	0.95193	0.95182	0.95182	106
2020-06-15 03:55:00	0.95182	0.95186	0.95156	0.95163	79
2020-06-15 04:00:00	0.95162	0.95168	0.95142	0.95154	135
2020-06-15 04:05:00	0.95155	0.95177	0.95155	0.95177	109
2020-06-15 04:10:00	0.95176	0.95178	0.95166	0.95166	42
2020-06-15 04:15:00	0.95166	0.95166	0.95145	0.9515	46
2020-06-15 04:20:00	0.9515	0.95151	0.95142	0.95142	81
2020-06-15 04:25:00	0.95141	0.95142	0.95125	0.95131	47
2020-06-15 04:30:00	0.95132	0.9514	0.95131	0.95131	57
2020-06-15 04:35:00	0.95131	0.95131	0.95083	0.95094	193
2020-06-15 04:40:00	0.95097	0.95103	0.95072	0.95073	192
2020-06-15 04:45:00	0.95073	0.95083	0.95069	0.95075	153
2020-06-15 04:50:00	0.95074	0.95076	0.95058	0.95069	192
2020-06-15 04:55:00	0.9507	0.95089	0.95068	0.95069	172
2020-06-15 05:00:00	0.9507	0.95088	0.95064	0.95088	162
2020-06-15 05:05:00	0.95087	0.95103	0.95085	0.95099	175
2020-06-15 05:10:00	0.95099	0.95099	0.95078	0.95093	155
2020-06-15 05:15:00	0.95093	0.95114	0.95089	0.95111	300
2020-06-15 05:20:00	0.9511	0.95119	0.95098	0.9511	237
2020-06-15 05:25:00	0.9511	0.95132	0.9511	0.95132	192
2020-06-15 05:30:00	0.95134	0.9515	0.95132	0.95148	121
2020-06-15 05:35:00	0.95149	0.95194	0.95147	0.95194	328
2020-06-15 05:40:00	0.95194	0.95196	0.95171	0.95176	291
2020-06-15 05:45:00	0.95178	0.95202	0.95171	0.952	242
2020-06-15 05:50:00	0.952	0.95212	0.95199	0.95202	306
2020-06-15 05:55:00	0.95201	0.95202	0.95179	0.95193	279
2020-06-15 06:00:00	0.95194	0.95246	0.95194	0.95244	680
2020-06-15 06:05:00	0.95244	0.95266	0.95235	0.95238	506
2020-06-15 06:10:00	0.95237	0.95277	0.95235	0.95277	409
2020-06-15 06:15:00	0.95277	0.95278	0.9525	0.95272	587
2020-06-15 06:20:00	0.95268	0.95305	0.95261	0.953	443
2020-06-15 06:25:00	0.95302	0.95314	0.95294	0.95301	559
2020-06-15 06:30:00	0.953	0.95303	0.95256	0.95269	626
2020-06-15 06:35:00	0.95272	0.95288	0.95256	0.95278	449
2020-06-15 06:40:00	0.95279	0.95303	0.95277	0.95303	664
2020-06-15 06:45:00	0.95302	0.95342	0.95294	0.95319	479
2020-06-15 06:50:00	0.95317	0.95371	0.95317	0.95363	439
2020-06-15 06:55:00	0.95363	0.9543	0.95348	0.95425	889
2020-06-15 07:00:00	0.95427	0.95434	0.95385	0.95401	1063
2020-06-15 07:05:00	0.95401	0.95438	0.95393	0.95438	835
2020-06-15 07:10:00	0.95436	0.95465	0.95419	0.95432	581
2020-06-15 07:15:00	0.95432	0.95432	0.95367	0.95425	460
2020-06-15 07:20:00	0.9543	0.95432	0.95367	0.95373	515
2020-06-15 07:25:00	0.95374	0.95389	0.95367	0.95383	339
2020-06-15 07:30:00	0.95384	0.95397	0.95374	0.95397	694
2020-06-15 07:35:00	0.95397	0.95424	0.95387	0.95414	493
2020-06-15 07:40:00	0.95414	0.95414	0.95336	0.95369	523
2020-06-15 07:45:00	0.95369	0.95388	0.95346	0.95348	317
2020-06-15 07:50:00	0.95348	0.95402	0.95343	0.95368	443
2020-06-15 07:55:00	0.95368	0.95372	0.95328	0.95372	616
2020-06-15 08:00:00	0.95371	0.95379	0.95299	0.9533	912
2020-06-15 08:05:00	0.95331	0.95332	0.9527	0.95275	733
2020-06-15 08:10:00	0.95276	0.95277	0.95229	0.95238	497
2020-06-15 08:15:00	0.95237	0.95283	0.95223	0.9528	461
2020-06-15 08:20:00	0.95283	0.95317	0.95264	0.95274	527
2020-06-15 08:25:00	0.95275	0.95291	0.95256	0.95271	473
2020-06-15 08:30:00	0.95271	0.95273	0.95222	0.95223	534
2020-06-15 08:35:00	0.95224	0.9524	0.95188	0.95207	409
2020-06-15 08:40:00	0.95208	0.95215	0.95156	0.95173	704
2020-06-15 08:45:00	0.9517	0.95171	0.95103	0.95105	698
2020-06-15 08:50:00	0.95106	0.9512	0.95087	0.95118	530
2020-06-15 08:55:00	0.95118	0.95121	0.9506	0.95065	524
2020-06-15 09:00:00	0.95068	0.95099	0.95067	0.95093	407
2020-06-15 09:05:00	0.95094	0.95105	0.95066	0.95095	527
2020-06-15 09:10:00	0.95094	0.9513	0.95076	0.95108	675
2020-06-15 09:15:00	0.95109	0.95113	0.95067	0.9511	1187
2020-06-15 09:20:00	0.95109	0.95113	0.95058	0.95068	442
2020-06-15 09:25:00	0.95068	0.95098	0.95042	0.95048	426
2020-06-15 09:30:00	0.95049	0.95125	0.95044	0.95116	382
2020-06-15 09:35:00	0.95115	0.95146	0.95107	0.95138	431
2020-06-15 09:40:00	0.95138	0.95143	0.95121	0.95136	481
2020-06-15 09:45:00	0.95139	0.95145	0.95103	0.95113	344
2020-06-15 09:50:00	0.95112	0.95128	0.95094	0.95115	355
2020-06-15 09:55:00	0.95116	0.952	0.95116	0.95196	560
2020-06-15 10:00:00	0.95195	0.952	0.95152	0.95152	452
2020-06-15 10:05:00	0.95151	0.95153	0.95094	0.95109	318
2020-06-15 10:10:00	0.95107	0.95113	0.95078	0.95089	308
2020-06-15 10:15:00	0.9509	0.95127	0.95085	0.95124	449
2020-06-15 10:20:00	0.95122	0.95162	0.95122	0.95159	300
2020-06-15 10:25:00	0.95159	0.95164	0.95141	0.95162	265
2020-06-15 10:30:00	0.95164	0.95173	0.95157	0.9517	276
2020-06-15 10:35:00	0.9517	0.95192	0.95167	0.95177	200
2020-06-15 10:40:00	0.95178	0.95181	0.95168	0.95178	150
2020-06-15 10:45:00	0.95181	0.9519	0.95123	0.95145	326
2020-06-15 10:50:00	0.95145	0.95147	0.951	0.95111	376
2020-06-15 10:55:00	0.95111	0.95127	0.95105	0.95116	345
2020-06-15 11:00:00	0.95116	0.95161	0.95106	0.95158	320
2020-06-15 11:05:00	0.95158	0.95163	0.95097	0.95116	210
2020-06-15 11:10:00	0.95118	0.95118	0.95075	0.95081	173
2020-06-15 11:15:00	0.95081	0.95085	0.95057	0.95059	224
2020-06-15 11:20:00	0.95059	0.95059	0.95037	0.95054	192
2020-06-15 11:25:00	0.95054	0.95055	0.95034	0.9505	292
2020-06-15 11:30:00	0.95051	0.95054	0.95038	0.95041	307
2020-06-15 11:35:00	0.95041	0.95053	0.9501	0.95022	253
2020-06-15 11:40:00	0.95024	0.95032	0.94947	0.94956	240
2020-06-15 11:45:00	0.94956	0.94965	0.94913	0.94926	416
2020-06-15 11:50:00	0.94928	0.94951	0.94914	0.94927	287
2020-06-15 11:55:00	0.94924	0.94937	0.94883	0.94912	434
2020-06-15 12:00:00	0.94911	0.94911	0.94866	0.94903	631
2020-06-15 12:05:00	0.94907	0.9491	0.94853	0.94865	308
2020-06-15 12:10:00	0.94865	0.94923	0.94848	0.94906	622
2020-06-15 12:15:00	0.94904	0.94937	0.94901	0.94917	534
2020-06-15 12:20:00	0.94917	0.94943	0.94913	0.94929	356
2020-06-15 12:25:00	0.94929	0.94963	0.94914	0.94961	455
2020-06-15 12:30:00	0.94959	0.94978	0.94938	0.94955	627
2020-06-15 12:35:00	0.94954	0.94973	0.94936	0.94963	464
2020-06-15 12:40:00	0.94962	0.94967	0.94921	0.94925	421
2020-06-15 12:45:00	0.94925	0.9493	0.94892	0.94899	575
2020-06-15 12:50:00	0.949	0.9494	0.94894	0.94935	460
2020-06-15 12:55:00	0.94936	0.94965	0.94923	0.94952	561
2020-06-15 13:00:00	0.94954	0.95016	0.94942	0.95001	632
2020-06-15 13:05:00	0.95001	0.95013	0.94989	0.95	468
2020-06-15 13:10:00	0.95001	0.95001	0.94977	0.94996	283
2020-06-15 13:15:00	0.94996	0.95002	0.94971	0.94979	363
2020-06-15 13:20:00	0.94979	0.94992	0.94959	0.9497	355
2020-06-15 13:25:00	0.9497	0.9501	0.94954	0.95001	416
2020-06-15 13:30:00	0.95002	0.95017	0.94968	0.95012	1096
2020-06-15 13:35:00	0.95012	0.95023	0.94997	0.95015	920
2020-06-15 13:40:00	0.95016	0.95019	0.9495	0.94973	1583
2020-06-15 13:45:00	0.94974	0.94983	0.94917	0.94927	775
2020-06-15 13:50:00	0.94927	0.94942	0.94857	0.94885	1541
2020-06-15 13:55:00	0.94886	0.94886	0.94819	0.94853	1348
2020-06-15 14:00:00	0.94853	0.94853	0.9481	0.94826	802
2020-06-15 14:05:00	0.94825	0.94833	0.94802	0.94826	858
2020-06-15 14:10:00	0.94825	0.9485	0.94822	0.94823	487
2020-06-15 14:15:00	0.94823	0.9487	0.94803	0.94868	518
2020-06-15 14:20:00	0.94869	0.9489	0.94856	0.94888	495
2020-06-15 14:25:00	0.94888	0.94925	0.94885	0.94897	448
2020-06-15 14:30:00	0.94896	0.94912	0.94884	0.94899	399
2020-06-15 14:35:00	0.94899	0.94924	0.94874	0.94922	583
2020-06-15 14:40:00	0.94922	0.94932	0.94891	0.94911	687
2020-06-15 14:45:00	0.94912	0.94918	0.94862	0.94906	838
2020-06-15 14:50:00	0.94906	0.94941	0.94884	0.9489	771
2020-06-15 14:55:00	0.94895	0.95024	0.94893	0.95021	1010
2020-06-15 15:00:00	0.9502	0.9502	0.94953	0.94966	961
2020-06-15 15:05:00	0.94967	0.95011	0.94964	0.94986	381
2020-06-15 15:10:00	0.94987	0.95021	0.94985	0.94986	438
2020-06-15 15:15:00	0.94987	0.95041	0.94983	0.95037	456
2020-06-15 15:20:00	0.95037	0.9508	0.95024	0.95061	473
